word,normalized_word,category
sets,sets,Common_English
suddenly,suddenly,Common_English
supreme,supreme,Common_English
survey,survey,Common_English
tech,tech,Common_English
trees,trees,Common_English
update,update,Common_English
user,user,Common_English
yellow,yellow,Common_English
younger,younger,Common_English
ancient,ancient,Common_English
attacks,attacks,Common_English
charges,charges,Common_English
combined,combined,Common_English
communication,communication,Common_English
connected,connected,Common_English
contains,contains,Common_English
email,email,Common_English
ending,ending,Common_English
express,express,Common_English
flow,flow,Common_English
formed,formed,Common_English
girlfriend,girlfriend,Common_English
hero,hero,Common_English
illegal,illegal,Common_English
increasing,increasing,Common_English
joke,joke,Common_English
loan,loan,Common_English
methods,methods,Common_English
officials,officials,Common_English
peoples,peoples,Common_English
performed,performed,Common_English
relationships,relationships,Common_English
scotland,scotland,Common_English
selected,selected,Common_English
shared,shared,Common_English
soft,soft,Common_English
stuck,stuck,Common_English
suggested,suggested,Common_English
supported,supported,Common_English
surprised,surprised,Common_English
taught,taught,Common_English
transport,transport,Common_English
werent,werent,Common_English
accepted,accepted,Common_English
adding,adding,Common_English
affairs,affairs,Common_English
allows,allows,Common_English
appeal,appeal,Common_English
applied,applied,Common_English
appropriate,appropriate,Common_English
artists,artists,Common_English
boston,boston,Common_English
ca,ca,Common_English
confirmed,confirmed,Common_English
device,device,Common_English
entry,entry,Common_English
era,era,Common_English
factor,factor,Common_English
feed,feed,Common_English
golden,golden,Common_English
grant,grant,Common_English
grown,grown,Common_English
heads,heads,Common_English
hoping,hoping,Common_English
keeps,keeps,Common_English
legs,legs,Common_English
lying,lying,Common_English
measures,measures,Common_English
mistake,mistake,Common_English
ms,ms,Common_English
muslim,muslim,Common_English
organizations,organizations,Common_English
platform,platform,Common_English
pool,pool,Common_English
pulled,pulled,Common_English
regarding,regarding,Common_English
relations,relations,Common_English
requires,requires,Common_English
route,route,Common_English
saved,saved,Common_English
schedule,schedule,Common_English
scientific,scientific,Common_English
shoes,shoes,Common_English
smoke,smoke,Common_English
squad,squad,Common_English
testing,testing,Common_English
tests,tests,Common_English
values,values,Common_English
walked,walked,Common_English
williams,williams,Common_English
ya,ya,Common_English
abuse,abuse,Common_English
angry,angry,Common_English
businesses,businesses,Common_English
candidate,candidate,Common_English
comfortable,comfortable,Common_English
concern,concern,Common_English
developing,developing,Common_English
discuss,discuss,Common_English
elections,elections,Common_English
emotional,emotional,Common_English
et,et,Common_English
everywhere,everywhere,Common_English
facilities,facilities,Common_English
falling,falling,Common_English
guns,guns,Common_English
hole,hole,Common_English
holiday,holiday,Common_English
interests,interests,Common_English
internal,internal,Common_English
ireland,ireland,Common_English
italian,italian,Common_English
italy,italy,Common_English
jersey,jersey,Common_English
laugh,laugh,Common_English
leg,leg,Common_English
letters,letters,Common_English
liberal,liberal,Common_English
listening,listening,Common_English
ll,ll,Common_English
loves,loves,Common_English
lunch,lunch,Common_English
max,max,Common_English
pack,pack,Common_English
payment,payment,Common_English
perform,perform,Common_English
recorded,recorded,Common_English
relatively,relatively,Common_English
sector,sector,Common_English
sharing,sharing,Common_English
streets,streets,Common_English
strike,strike,Common_English
studio,studio,Common_English
sub,sub,Common_English
weak,weak,Common_English
youtube,youtube,Common_English
rd,rd,Common_English
advance,advance,Common_English
asia,asia,Common_English
chapter,chapter,Common_English
committed,committed,Common_English
cook,cook,Common_English
cute,cute,Common_English
equal,equal,Common_English
fake,fake,Common_English
finance,finance,Common_English
focused,focused,Common_English
hits,hits,Common_English
journey,journey,Common_English
kitchen,kitchen,Common_English
korea,korea,Common_English
leads,leads,Common_English
maintain,maintain,Common_English
measure,measure,Common_English
mm,mm,Common_English
numerous,numerous,Common_English
owners,owners,Common_English
posts,posts,Common_English
properties,properties,Common_English
quiet,quiet,Common_English
revealed,revealed,Common_English
specifically,specifically,Common_English
split,split,Common_English
task,task,Common_English
taxes,taxes,Common_English
taylor,taylor,Common_English
twenty,twenty,Common_English
urban,urban,Common_English
acts,acts,Common_English
affected,affected,Common_English
aircraft,aircraft,Common_English
applications,applications,Common_English
approved,approved,Common_English
approximately,approximately,Common_English
argument,argument,Common_English
arrested,arrested,Common_English
claimed,claimed,Common_English
conflict,conflict,Common_English
considering,considering,Common_English
corporate,corporate,Common_English
determined,determined,Common_English
distribution,distribution,Common_English
documents,documents,Common_English
escape,escape,Common_English
extended,extended,Common_English
factors,factors,Common_English
faster,faster,Common_English
fault,fault,Common_English
fill,fill,Common_English
films,films,Common_English
flowers,flowers,Common_English
friendly,friendly,Common_English
ladies,ladies,Common_English
lay,lay,Common_English
lights,lights,Common_English
millions,millions,Common_English
mixed,mixed,Common_English
phase,phase,Common_English
properly,properly,Common_English
pure,pure,Common_English
reduced,reduced,Common_English
requirements,requirements,Common_English
residents,residents,Common_English
revenue,revenue,Common_English
sam,sam,Common_English
sat,sat,Common_English
secure,secure,Common_English
smile,smile,Common_English
strange,strange,Common_English
talent,talent,Common_English
temperature,temperature,Common_English
thousand,thousand,Common_English
tony,tony,Common_English
troops,troops,Common_English
votes,votes,Common_English
ah,ah,Common_English
authorities,authorities,Common_English
basically,basically,Common_English
besides,besides,Common_English
bird,bird,Common_English
blame,blame,Common_English
bob,bob,Common_English
bowl,bowl,Common_English
causes,causes,Common_English
collected,collected,Common_English
context,context,Common_English
coverage,coverage,Common_English
determine,determine,Common_English
display,display,Common_English
dying,dying,Common_English
elected,elected,Common_English
examples,examples,Common_English
experienced,experienced,Common_English
falls,falls,Common_English
false,false,Common_English
fired,fired,Common_English
forgot,forgot,Common_English
funding,funding,Common_English
identified,identified,Common_English
iii,iii,Common_English
incredible,incredible,Common_English
inspired,inspired,Common_English
launched,launched,Common_English
ma,ma,Common_English
meat,meat,Common_English
ministry,ministry,Common_English
mode,mode,Common_English
neck,neck,Common_English
noticed,noticed,Common_English
obvious,obvious,Common_English
passing,passing,Common_English
positions,positions,Common_English
remaining,remaining,Common_English
scored,scored,Common_English
shots,shots,Common_English
slowly,slowly,Common_English
stores,stores,Common_English
surgery,surgery,Common_English
trading,trading,Common_English
tuesday,tuesday,Common_English
vision,vision,Common_English
whenever,whenever,Common_English
worried,worried,Common_English
zero,zero,Common_English
alex,alex,Common_English
allowing,allowing,Common_English
begins,begins,Common_English
champion,champion,Common_English
charged,charged,Common_English
cream,cream,Common_English
crisis,crisis,Common_English
daniel,daniel,Common_English
delivered,delivered,Common_English
editor,editor,Common_English
estimated,estimated,Common_English
eu,eu,Common_English
giant,giant,Common_English
iran,iran,Common_English
jail,jail,Common_English
jim,jim,Common_English
literature,literature,Common_English
mayor,mayor,Common_English
minor,minor,Common_English
moments,moments,Common_English
opposite,opposite,Common_English
ourselves,ourselves,Common_English
pages,pages,Common_English
remained,remained,Common_English
selection,selection,Common_English
serving,serving,Common_English
signal,signal,Common_English
struggle,struggle,Common_English
suicide,suicide,Common_English
talked,talked,Common_English
theme,theme,Common_English
thursday,thursday,Common_English
tiny,tiny,Common_English
typically,typically,Common_English
un,un,Common_English
unfortunately,unfortunately,Common_English
usual,usual,Common_English
vehicles,vehicles,Common_English
virginia,virginia,Common_English
voted,voted,Common_English
voting,voting,Common_English
walls,walls,Common_English
wave,wave,Common_English
alcohol,alcohol,Common_English
assembly,assembly,Common_English
breakfast,breakfast,Common_English
bright,bright,Common_English
brings,brings,Common_English
capable,capable,Common_English
carrying,carrying,Common_English
chosen,chosen,Common_English
combination,combination,Common_English
conservative,conservative,Common_English
customer,customer,Common_English
cutting,cutting,Common_English
desire,desire,Common_English
destroyed,destroyed,Common_English
draft,draft,Common_English
drunk,drunk,Common_English
essential,essential,Common_English
fail,fail,Common_English
familiar,familiar,Common_English
finds,finds,Common_English
granted,granted,Common_English
guilty,guilty,Common_English
humans,humans,Common_English
hundreds,hundreds,Common_English
improved,improved,Common_English
jewish,jewish,Common_English
largely,largely,Common_English
markets,markets,Common_English
medium,medium,Common_English
ohio,ohio,Common_English
opportunities,opportunities,Common_English
papers,papers,Common_English
perfectly,perfectly,Common_English
recommend,recommend,Common_English
referred,referred,Common_English
relevant,relevant,Common_English
seek,seek,Common_English
sending,sending,Common_English
solo,solo,Common_English
spoke,spoke,Common_English
stands,stands,Common_English
talks,talks,Common_English
unable,unable,Common_English
upset,upset,Common_English
wing,wing,Common_English
worlds,worlds,Common_English
answers,answers,Common_English
birds,birds,Common_English
bomb,bomb,Common_English
creative,creative,Common_English
cycle,cycle,Common_English
dealing,dealing,Common_English
directed,directed,Common_English
don,don,Common_English
educational,educational,Common_English
entertainment,entertainment,Common_English
extreme,extreme,Common_English
facility,facility,Common_English
fields,fields,Common_English
goods,goods,Common_English
hang,hang,Common_English
holds,holds,Common_English
info,info,Common_English
mainly,mainly,Common_English
maximum,maximum,Common_English
newspaper,newspaper,Common_English
offering,offering,Common_English
republic,republic,Common_English
reserve,reserve,Common_English
returns,returns,Common_English
row,row,Common_English
scared,scared,Common_English
scottish,scottish,Common_English
shares,shares,Common_English
statistics,statistics,Common_English
switch,switch,Common_English
threat,threat,Common_English
tickets,tickets,Common_English
wales,wales,Common_English
adults,adults,Common_English
affect,affect,Common_English
appointed,appointed,Common_English
armed,armed,Common_English
aside,aside,Common_English
assistance,assistance,Common_English
bell,bell,Common_English
blow,blow,Common_English
bond,bond,Common_English
boyfriend,boyfriend,Common_English
careful,careful,Common_English
circumstances,circumstances,Common_English
communications,communications,Common_English
concerns,concerns,Common_English
controlled,controlled,Common_English
corporation,corporation,Common_English
cry,cry,Common_English
danger,danger,Common_English
deals,deals,Common_English
delivery,delivery,Common_English
deserve,deserve,Common_English
devices,devices,Common_English
dollar,dollar,Common_English
dreams,dreams,Common_English
empty,empty,Common_English
enjoyed,enjoyed,Common_English
explained,explained,Common_English
faces,faces,Common_English
folks,folks,Common_English
fucked,fucked,Common_English
gender,gender,Common_English
instance,instance,Common_English
kim,kim,Common_English
kinda,kinda,Common_English
matches,matches,Common_English
mile,mile,Common_English
motion,motion,Common_English
moves,moves,Common_English
nick,nick,Common_English
pacific,pacific,Common_English
prize,prize,Common_English
realized,realized,Common_English
reasonable,reasonable,Common_English
receiving,receiving,Common_English
register,register,Common_English
resolution,resolution,Common_English
rural,rural,Common_English
ryan,ryan,Common_English
saving,saving,Common_English
sees,sees,Common_English
spain,spain,Common_English
tools,tools,Common_English
typical,typical,Common_English
warning,warning,Common_English
wars,wars,Common_English
wednesday,wednesday,Common_English
admit,admit,Common_English
attitude,attitude,Common_English
brazil,brazil,Common_English
conducted,conducted,Common_English
decades,decades,Common_English
dedicated,dedicated,Common_English
definition,definition,Common_English
favor,favor,Common_English
flag,flag,Common_English
guest,guest,Common_English
ha,ha,Common_English
heaven,heaven,Common_English
independence,independence,Common_English
institutions,institutions,Common_English
itll,itll,Common_English
jackson,jackson,Common_English
kiss,kiss,Common_English
load,load,Common_English
plot,plot,Common_English
possibility,possibility,Common_English
random,random,Common_English
recovery,recovery,Common_English
rent,rent,Common_English
replace,replace,Common_English
represent,represent,Common_English
reviews,reviews,Common_English
scenes,scenes,Common_English
seeking,seeking,Common_English
sentence,sentence,Common_English
teeth,teeth,Common_English
tips,tips,Common_English
trained,trained,Common_English
understood,understood,Common_English
academic,academic,Common_English
academy,academy,Common_English
accurate,accurate,Common_English
achieve,achieve,Common_English
adam,adam,Common_English
afford,afford,Common_English
andrew,andrew,Common_English
assume,assume,Common_English
bbc,bbc,Common_English
bunch,bunch,Common_English
category,category,Common_English
chat,chat,Common_English
chemical,chemical,Common_English
clinton,clinton,Common_English
competitive,competitive,Common_English
detail,detail,Common_English
diet,diet,Common_English
em,em,Common_English
favourite,favourite,Common_English
fruit,fruit,Common_English
harder,harder,Common_English
hed,hed,Common_English
index,index,Common_English
item,item,Common_English
lane,lane,Common_English
mess,mess,Common_English
navy,navy,Common_English
normally,normally,Common_English
occurred,occurred,Common_English
opposition,opposition,Common_English
parent,parent,Common_English
permanent,permanent,Common_English
personally,personally,Common_English
pleasure,pleasure,Common_English
prefer,prefer,Common_English
programme,programme,Common_English
representative,representative,Common_English
scheme,scheme,Common_English
shift,shift,Common_English
stood,stood,Common_English
storage,storage,Common_English
tank,tank,Common_English
tend,tend,Common_English
tight,tight,Common_English
transportation,transportation,Common_English
ultimately,ultimately,Common_English
unlike,unlike,Common_English
weekly,weekly,Common_English
yard,yard,Common_English
anybody,anybody,Common_English
assets,assets,Common_English
button,button,Common_English
candidates,candidates,Common_English
combat,combat,Common_English
constitution,constitution,Common_English
consumer,consumer,Common_English
counter,counter,Common_English
creation,creation,Common_English
crown,crown,Common_English
dc,dc,Common_English
defined,defined,Common_English
depending,depending,Common_English
depression,depression,Common_English
describe,describe,Common_English
drivers,drivers,Common_English
el,el,Common_English
employment,employment,Common_English
exclusive,exclusive,Common_English
excuse,excuse,Common_English
expert,expert,Common_English
frequently,frequently,Common_English
grace,grace,Common_English
hopefully,hopefully,Common_English
identify,identify,Common_English
importance,importance,Common_English
kevin,kevin,Common_English
laid,laid,Common_English
latter,latter,Common_English
manufacturing,manufacturing,Common_English
mining,mining,Common_English
object,object,Common_English
partners,partners,Common_English
pattern,pattern,Common_English
performing,performing,Common_English
personnel,personnel,Common_English
perspective,perspective,Common_English
pregnant,pregnant,Common_English
premier,premier,Common_English
promote,promote,Common_English
revolution,revolution,Common_English
rooms,rooms,Common_English
severe,severe,Common_English
suppose,suppose,Common_English
tool,tool,Common_English
turkey,turkey,Common_English
ve,ve,Common_English
victim,victim,Common_English
victims,victims,Common_English
th,th,Common_English
agents,agents,Common_English
amazon,amazon,Common_English
arrest,arrest,Common_English
attend,attend,Common_English
ban,ban,Common_English
brilliant,brilliant,Common_English
carbon,carbon,Common_English
catholic,catholic,Common_English
chose,chose,Common_English
circle,circle,Common_English
crash,crash,Common_English
declared,declared,Common_English
deliver,deliver,Common_English
depth,depth,Common_English
deputy,deputy,Common_English
dirty,dirty,Common_English
doctors,doctors,Common_English
earned,earned,Common_English
electronic,electronic,Common_English
error,error,Common_English
experiences,experiences,Common_English
expression,expression,Common_English
headed,headed,Common_English
interior,interior,Common_English
jr,jr,Common_English
legislation,legislation,Common_English
maintenance,maintenance,Common_English
manner,manner,Common_English
mate,mate,Common_English
matt,matt,Common_English
nearby,nearby,Common_English
noise,noise,Common_English
origin,origin,Common_English
pakistan,pakistan,Common_English
panel,panel,Common_English
personality,personality,Common_English
practices,practices,Common_English
prepare,prepare,Common_English
replaced,replaced,Common_English
resistance,resistance,Common_English
retail,retail,Common_English
roads,roads,Common_English
ships,ships,Common_English
somewhat,somewhat,Common_English
staying,staying,Common_English
stronger,stronger,Common_English
surely,surely,Common_English
tip,tip,Common_English
updated,updated,Common_English
writers,writers,Common_English
absolute,absolute,Common_English
advertising,advertising,Common_English
agencies,agencies,Common_English
bathroom,bathroom,Common_English
bible,bible,Common_English
cable,cable,Common_English
championship,championship,Common_English
checked,checked,Common_English
client,client,Common_English
constant,constant,Common_English
da,da,Common_English
dates,dates,Common_English
degrees,degrees,Common_English
democrats,democrats,Common_English
doors,doors,Common_English
driven,driven,Common_English
dumb,dumb,Common_English
exciting,exciting,Common_English
expansion,expansion,Common_English
heavily,heavily,Common_English
hide,hide,Common_English
incident,incident,Common_English
irish,irish,Common_English
linked,linked,Common_English
manage,manage,Common_English
messages,messages,Common_English
michigan,michigan,Common_English
multi,multi,Common_English
nfl,nfl,Common_English
politicians,politicians,Common_English
print,print,Common_English
quit,quit,Common_English
refused,refused,Common_English
reporting,reporting,Common_English
sight,sight,Common_English
significantly,significantly,Common_English
sing,sing,Common_English
soviet,soviet,Common_English
weapon,weapon,Common_English
wet,wet,Common_English
widely,widely,Common_English
worldwide,worldwide,Common_English
ages,ages,Common_English
anniversary,anniversary,Common_English
attractive,attractive,Common_English
bike,bike,Common_English
broad,broad,Common_English
burn,burn,Common_English
causing,causing,Common_English
closely,closely,Common_English
constantly,constantly,Common_English
contest,contest,Common_English
deaths,deaths,Common_English
depends,depends,Common_English
drawn,drawn,Common_English
eg,eg,Common_English
fees,fees,Common_English
francisco,francisco,Common_English
haha,haha,Common_English
hardly,hardly,Common_English
height,height,Common_English
hidden,hidden,Common_English
hong,hong,Common_English
invited,invited,Common_English
letting,letting,Common_English
loud,loud,Common_English
manchester,manchester,Common_English
marine,marine,Common_English
motor,motor,Common_English
officially,officially,Common_English
pc,pc,Common_English
peak,peak,Common_English
portion,portion,Common_English
pounds,pounds,Common_English
princess,princess,Common_English
puts,puts,Common_English
raw,raw,Common_English
reform,reform,Common_English
regions,regions,Common_English
represented,represented,Common_English
respond,respond,Common_English
retirement,retirement,Common_English
sample,sample,Common_English
seats,seats,Common_English
secondary,secondary,Common_English
solar,solar,Common_English
somehow,somehow,Common_English
stayed,stayed,Common_English
suffering,suffering,Common_English
sydney,sydney,Common_English
todays,todays,Common_English
tries,tries,Common_English
ultimate,ultimate,Common_English
unknown,unknown,Common_English
wilson,wilson,Common_English
wondering,wondering,Common_English
attached,attached,Common_English
attacked,attacked,Common_English
automatically,automatically,Common_English
balls,balls,Common_English
bills,bills,Common_English
blind,blind,Common_English
breath,breath,Common_English
brief,brief,Common_English
carolina,carolina,Common_English
chest,chest,Common_English
conduct,conduct,Common_English
debut,debut,Common_English
decade,decade,Common_English
destroy,destroy,Common_English
differences,differences,Common_English
edward,edward,Common_English
engaged,engaged,Common_English
experts,experts,Common_English
expressed,expressed,Common_English
external,external,Common_English
fantasy,fantasy,Common_English
ft,ft,Common_English
grab,grab,Common_English
hollywood,hollywood,Common_English
ie,ie,Common_English
immediate,immediate,Common_English
introduction,introduction,Common_English
joseph,joseph,Common_English
license,license,Common_English
paint,paint,Common_English
pink,pink,Common_English
presidential,presidential,Common_English
principal,principal,Common_English
recognize,recognize,Common_English
recognized,recognized,Common_English
registered,registered,Common_English
regularly,regularly,Common_English
representatives,representatives,Common_English
rising,rising,Common_English
seasons,seasons,Common_English
shipping,shipping,Common_English
singer,singer,Common_English
smoking,smoking,Common_English
steam,steam,Common_English
suffered,suffered,Common_English
survive,survive,Common_English
tall,tall,Common_English
theatre,theatre,Common_English
therapy,therapy,Common_English
witness,witness,Common_English
adopted,adopted,Common_English
aim,aim,Common_English
chances,chances,Common_English
childhood,childhood,Common_English
clinical,clinical,Common_English
clubs,clubs,Common_English
commander,commander,Common_English
comparison,comparison,Common_English
covers,covers,Common_English
dan,dan,Common_English
defence,defence,Common_English
democracy,democracy,Common_English
detailed,detailed,Common_English
entitled,entitled,Common_English
exact,exact,Common_English
exposed,exposed,Common_English
fed,fed,Common_English
fee,fee,Common_English
injured,injured,Common_English
jan,jan,Common_English
jordan,jordan,Common_English
kinds,kinds,Common_English
loans,loans,Common_English
lock,lock,Common_English
musical,musical,Common_English
nose,nose,Common_English
objects,objects,Common_English
opposed,opposed,Common_English
organized,organized,Common_English
protected,protected,Common_English
purposes,purposes,Common_English
quote,quote,Common_English
recording,recording,Common_English
semi,semi,Common_English
statements,statements,Common_English
suspect,suspect,Common_English
swear,swear,Common_English
techniques,techniques,Common_English
tim,tim,Common_English
trend,trend,Common_English
valuable,valuable,Common_English
wealth,wealth,Common_English
wise,wise,Common_English
yards,yards,Common_English
aged,aged,Common_English
approval,approval,Common_English
aspects,aspects,Common_English
attempts,attempts,Common_English
burning,burning,Common_English
champions,champions,Common_English
contain,contain,Common_English
convention,convention,Common_English
document,document,Common_English
eggs,eggs,Common_English
employee,employee,Common_English
en,en,Common_English
equivalent,equivalent,Common_English
facing,facing,Common_English
fairly,fairly,Common_English
fingers,fingers,Common_English
ford,ford,Common_English
founded,founded,Common_English
functions,functions,Common_English
gang,gang,Common_English
graduate,graduate,Common_English
greek,greek,Common_English
hanging,hanging,Common_English
inner,inner,Common_English
islands,islands,Common_English
le,le,Common_English
lift,lift,Common_English
marked,marked,Common_English
memories,memories,Common_English
miller,miller,Common_English
monthly,monthly,Common_English
mountains,mountains,Common_English
neighborhood,neighborhood,Common_English
operate,operate,Common_English
outstanding,outstanding,Common_English
permission,permission,Common_English
porn,porn,Common_English
racing,racing,Common_English
recommended,recommended,Common_English
regulations,regulations,Common_English
reply,reply,Common_English
republicans,republicans,Common_English
rid,rid,Common_English
roman,roman,Common_English
scientists,scientists,Common_English
shoulder,shoulder,Common_English
solutions,solutions,Common_English
sons,sons,Common_English
stations,stations,Common_English
stephen,stephen,Common_English
tradition,tradition,Common_English
visited,visited,Common_English
visual,visual,Common_English
wheel,wheel,Common_English
zealand,zealand,Common_English
achieved,achieved,Common_English
admitted,admitted,Common_English
appointment,appointment,Common_English
authors,authors,Common_English
barely,barely,Common_English
bc,bc,Common_English
celebrate,celebrate,Common_English
challenges,challenges,Common_English
coal,coal,Common_English
colour,colour,Common_English
contemporary,contemporary,Common_English
criticism,criticism,Common_English
davis,davis,Common_English
dna,dna,Common_English
effectively,effectively,Common_English
eric,eric,Common_English
extensive,extensive,Common_English
faced,faced,Common_English
filed,filed,Common_English
formation,formation,Common_English
fought,fought,Common_English
gained,gained,Common_English
highway,highway,Common_English
historic,historic,Common_English
hunt,hunt,Common_English
improvement,improvement,Common_English
inch,inch,Common_English
initially,initially,Common_English
junior,junior,Common_English
jury,jury,Common_English
kong,kong,Common_English
korean,korean,Common_English
marks,marks,Common_English
monster,monster,Common_English
obtained,obtained,Common_English
olympic,olympic,Common_English
philosophy,philosophy,Common_English
promised,promised,Common_English
repeat,repeat,Common_English
returning,returning,Common_English
riding,riding,Common_English
rough,rough,Common_English
santa,santa,Common_English
settlement,settlement,Common_English
smell,smell,Common_English
sought,sought,Common_English
studied,studied,Common_English
suggests,suggests,Common_English
surrounding,surrounding,Common_English
tone,tone,Common_English
topic,topic,Common_English
toronto,toronto,Common_English
universal,universal,Common_English
vast,vast,Common_English
visitors,visitors,Common_English
wanting,wanting,Common_English
auto,auto,Common_English
consistent,consistent,Common_English
continuing,continuing,Common_English
earn,earn,Common_English
exists,exists,Common_English
finger,finger,Common_English
grey,grey,Common_English
guitar,guitar,Common_English
heading,heading,Common_English
howard,howard,Common_English
ignore,ignore,Common_English
involving,involving,Common_English
latin,latin,Common_English
lewis,lewis,Common_English
meal,meal,Common_English
meanwhile,meanwhile,Common_English
meetings,meetings,Common_English
naturally,naturally,Common_English
necessarily,necessarily,Common_English
offices,offices,Common_English
partnership,partnership,Common_English
payments,payments,Common_English
percentage,percentage,Common_English
pocket,pocket,Common_English
practical,practical,Common_English
primarily,primarily,Common_English
proved,proved,Common_English
rape,rape,Common_English
regardless,regardless,Common_English
relative,relative,Common_English
represents,represents,Common_English
rescue,rescue,Common_English
resulting,resulting,Common_English
rush,rush,Common_English
sarah,sarah,Common_English
sessions,sessions,Common_English
sharp,sharp,Common_English
simon,simon,Common_English
soccer,soccer,Common_English
stable,stable,Common_English
structures,structures,Common_English
supplies,supplies,Common_English
symptoms,symptoms,Common_English
temporary,temporary,Common_English
tested,tested,Common_English
trick,trick,Common_English
attended,attended,Common_English
audio,audio,Common_English
bone,bone,Common_English
brian,brian,Common_English
bullshit,bullshit,Common_English
chamber,chamber,Common_English
chart,chart,Common_English
childrens,childrens,Common_English
clothing,clothing,Common_English
complicated,complicated,Common_English
confused,confused,Common_English
consequences,consequences,Common_English
defend,defend,Common_English
divided,divided,Common_English
elizabeth,elizabeth,Common_English
everyday,everyday,Common_English
extent,extent,Common_English
format,format,Common_English
gap,gap,Common_English
gate,gate,Common_English
gotten,gotten,Common_English
harm,harm,Common_English
healthcare,healthcare,Common_English
household,household,Common_English
immigration,immigration,Common_English
impressive,impressive,Common_English
jews,jews,Common_English
joining,joining,Common_English
killer,killer,Common_English
lesson,lesson,Common_English
limits,limits,Common_English
loving,loving,Common_English
ltd,ltd,Common_English
managers,managers,Common_English
membership,membership,Common_English
miami,miami,Common_English
mount,mount,Common_English
nights,nights,Common_English
occur,occur,Common_English
parking,parking,Common_English
proposal,proposal,Common_English
purchased,purchased,Common_English
recognition,recognition,Common_English
reputation,reputation,Common_English
rolling,rolling,Common_English
shortly,shortly,Common_English
situations,situations,Common_English
strongly,strongly,Common_English
tears,tears,Common_English
technique,technique,Common_English
thin,thin,Common_English
tied,tied,Common_English
accused,accused,Common_English
adventure,adventure,Common_English
argue,argue,Common_English
assessment,assessment,Common_English
atmosphere,atmosphere,Common_English
awful,awful,Common_English
bedroom,bedroom,Common_English
belief,belief,Common_English
bound,bound,Common_English
breaks,breaks,Common_English
carefully,carefully,Common_English
cats,cats,Common_English
ceo,ceo,Common_English
choices,choices,Common_English
closing,closing,Common_English
colorado,colorado,Common_English
colors,colors,Common_English
contrast,contrast,Common_English
courses,courses,Common_English
courts,courts,Common_English
donald,donald,Common_English
drew,drew,Common_English
elsewhere,elsewhere,Common_English
establish,establish,Common_English
extension,extension,Common_English
files,files,Common_English
founder,founder,Common_English
georgia,georgia,Common_English
hills,hills,Common_English
hip,hip,Common_English
hitting,hitting,Common_English
increases,increases,Common_English
infrastructure,infrastructure,Common_English
jason,jason,Common_English
locations,locations,Common_English
loose,loose,Common_English
machines,machines,Common_English
mens,mens,Common_English
moral,moral,Common_English
offensive,offensive,Common_English
pa,pa,Common_English
package,package,Common_English
pointed,pointed,Common_English
poverty,poverty,Common_English
processes,processes,Common_English
processing,processing,Common_English
qualified,qualified,Common_English
railway,railway,Common_English
reaching,reaching,Common_English
ridiculous,ridiculous,Common_English
sensitive,sensitive,Common_English
shock,shock,Common_English
silence,silence,Common_English
soldier,soldier,Common_English
superior,superior,Common_English
supporters,supporters,Common_English
thick,thick,Common_English
threw,threw,Common_English
tons,tons,Common_English
transition,transition,Common_English
violent,violent,Common_English
voters,voters,Common_English
wash,wash,Common_English
acid,acid,Common_English
actress,actress,Common_English
administrative,administrative,Common_English
alan,alan,Common_English
alongside,alongside,Common_English
angel,angel,Common_English
babies,babies,Common_English
bars,bars,Common_English
bonus,bonus,Common_English
charity,charity,Common_English
clients,clients,Common_English
compare,compare,Common_English
contained,contained,Common_English
covering,covering,Common_English
curious,curious,Common_English
directors,directors,Common_English
discovery,discovery,Common_English
discussed,discussed,Common_English
duke,duke,Common_English
egypt,egypt,Common_English
encourage,encourage,Common_English
enforcement,enforcement,Common_English
featuring,featuring,Common_English
finals,finals,Common_English
flash,flash,Common_English
formal,formal,Common_English
formula,formula,Common_English
fort,fort,Common_English
governments,governments,Common_English
gray,gray,Common_English
gross,gross,Common_English
horses,horses,Common_English
hungry,hungry,Common_English
informed,informed,Common_English
innocent,innocent,Common_English
jeff,jeff,Common_English
losses,losses,Common_English
luke,luke,Common_English
mac,mac,Common_English
math,math,Common_English
minds,minds,Common_English
mistakes,mistakes,Common_English
mystery,mystery,Common_English
networks,networks,Common_English
olympics,olympics,Common_English
passes,passes,Common_English
penalty,penalty,Common_English
pet,pet,Common_English
phones,phones,Common_English
producing,producing,Common_English
publication,publication,Common_English
rating,rating,Common_English
refer,refer,Common_English
respectively,respectively,Common_English
rome,rome,Common_English
scheduled,scheduled,Common_English
select,select,Common_English
silent,silent,Common_English
spoken,spoken,Common_English
successfully,successfully,Common_English
suffer,suffer,Common_English
tracks,tracks,Common_English
trail,trail,Common_English
uncle,uncle,Common_English
unusual,unusual,Common_English
waters,waters,Common_English
woods,woods,Common_English
yo,yo,Common_English
arrival,arrival,Common_English
asks,asks,Common_English
assault,assault,Common_English
awareness,awareness,Common_English
badly,badly,Common_English
bath,bath,Common_English
captured,captured,Common_English
chase,chase,Common_English
components,components,Common_English
dave,dave,Common_English
deeply,deeply,Common_English
expectations,expectations,Common_English
explanation,explanation,Common_English
exposure,exposure,Common_English
featured,featured,Common_English
fiction,fiction,Common_English
guarantee,guarantee,Common_English
harris,harris,Common_English
hearts,hearts,Common_English
horrible,horrible,Common_English
ideal,ideal,Common_English
illinois,illinois,Common_English
injuries,injuries,Common_English
islamic,islamic,Common_English
jimmy,jimmy,Common_English
kelly,kelly,Common_English
legend,legend,Common_English
